receipt_no,title,category,department,assignee,status,priority,channel,region,satisfaction,received_at,due_at,completed_at
2026-100568,불법건축물 신고,건축/주택,건축과,최주무관,완료,보통,이메일,고양시,5,2026-01-25 12:09:35,2026-02-06 12:09:35,2026-02-15 12:09:35
2026-100813,쓰레기 무단투기,환경,환경관리과,최주무관,완료,높음,온라인,시흥시,4,2026-01-26 08:20:44,2026-02-04 08:20:44,2026-01-27 08:20:44
2026-103400,주택 누수 하자,건축/주택,건축과,윤주무관,완료,보통,방문,과천시,,2026-01-26 09:59:18,2026-02-07 09:59:18,2026-02-06 09:59:18
2026-103543,소음 공해 민원,환경,환경관리과,정주무관,완료,보통,전화,화성시,,2026-01-26 11:28:37,2026-02-04 11:28:37,2026-02-13 11:28:37
2026-103252,소음 공해 민원,환경,환경관리과,강주무관,완료,보통,이메일,여주시,,2026-01-26 11:28:54,2026-02-04 11:28:54,2026-02-04 11:28:54
2026-102081,재난위험시설 신고,안전,안전총괄과,최주무관,완료,보통,온라인,부천시,,2026-01-26 11:36:24,2026-02-03 11:36:24,2026-02-05 11:36:24
2026-101299,불법 주정차 신고,도로/교통,도로관리과,이주무관,완료,보통,이메일,안산시,,2026-01-26 11:59:10,2026-02-02 11:59:10,2026-01-29 11:59:10
2026-102542,화재위험 신고,안전,안전총괄과,조주무관,완료,높음,온라인,수원시,4,2026-01-26 12:14:13,2026-02-03 12:14:13,2026-01-30 12:14:13
2026-103620,불법건축물 신고,건축/주택,건축과,윤주무관,완료,높음,이메일,평택시,5,2026-01-26 12:18:35,2026-02-07 12:18:35,2026-02-19 12:18:35
2026-103438,불법 주정차 신고,도로/교통,도로관리과,이주무관,완료,보통,온라인,고양시,2,2026-01-26 14:21:30,2026-02-02 14:21:30,2026-02-01 14:21:30
2026-101397,증명서 발급 문의,행정,민원행정과,박주무관,접수,보통,전화,군포시,,2026-01-26 16:03:07,2026-01-29 16:03:07,
2026-103336,주택 누수 하자,건축/주택,건축과,윤주무관,완료,보통,방문,양평군,5,2026-01-26 16:45:26,2026-02-07 16:45:26,2026-01-27 16:45:26
2026-101455,체육시설 예약,문화/체육,문화체육과,김주무관,접수,높음,온라인,수원시,,2026-01-26 16:57:36,2026-01-31 16:57:36,
2026-100598,노후축대 점검요청,안전,안전총괄과,박주무관,처리중,낮음,방문,광명시,,2026-01-26 18:00:52,2026-02-03 18:00:52,
2026-100632,악취 발생 신고,환경,환경관리과,강주무관,완료,보통,온라인,구리시,1,2026-01-27 07:40:06,2026-02-05 07:40:06,2026-01-28 07:40:06
2026-103514,장애인 편의 요청,복지,사회복지과,윤주무관,완료,높음,온라인,성남시,1,2026-01-27 07:46:30,2026-02-02 07:46:30,2026-02-06 07:46:30
2026-100289,신호등 고장 신고,도로/교통,도로관리과,정주무관,처리중,보통,이메일,고양시,,2026-01-27 08:24:32,2026-02-03 08:24:32,
2026-101974,재난위험시설 신고,안전,안전총괄과,박주무관,완료,보통,온라인,포천시,5,2026-01-27 09:02:01,2026-02-04 09:02:01,2026-02-12 09:02:01
2026-101173,화재위험 신고,안전,안전총괄과,박주무관,완료,낮음,온라인,성남시,4,2026-01-27 09:04:14,2026-02-04 09:04:14,2026-02-10 09:04:14
2026-103063,신호등 고장 신고,도로/교통,도로관리과,최주무관,접수,보통,방문,파주시,,2026-01-27 10:04:25,2026-02-03 10:04:25,
2026-101805,도로 파손 신고,도로/교통,도로관리과,박주무관,완료,낮음,온라인,고양시,,2026-01-27 11:19:07,2026-02-03 11:19:07,2026-02-04 11:19:07
2026-102310,증명서 발급 문의,행정,민원행정과,조주무관,완료,보통,온라인,안산시,3,2026-01-27 12:32:23,2026-01-30 12:32:23,2026-01-30 12:32:23
2026-103810,신호등 고장 신고,도로/교통,도로관리과,이주무관,처리중,높음,온라인,연천군,,2026-01-27 14:53:31,2026-02-03 14:53:31,
2026-101571,체육시설 예약,문화/체육,문화체육과,박주무관,처리중,보통,이메일,고양시,,2026-01-27 15:07:38,2026-02-01 15:07:38,
2026-100274,화재위험 신고,안전,안전총괄과,김주무관,접수,보통,온라인,고양시,,2026-01-27 15:25:08,2026-02-04 15:25:08,
2026-102734,행정서류 재발급,행정,민원행정과,김주무관,처리중,높음,온라인,안성시,,2026-01-27 15:46:03,2026-01-30 15:46:03,
2026-103090,불법 주정차 신고,도로/교통,도로관리과,박주무관,완료,보통,전화,하남시,5,2026-01-27 17:02:33,2026-02-03 17:02:33,2026-01-31 17:02:33
2026-100442,도로 파손 신고,도로/교통,도로관리과,이주무관,완료,낮음,온라인,안양시,4,2026-01-27 19:43:54,2026-02-03 19:43:54,2026-02-05 19:43:54
2026-101507,도로 파손 신고,도로/교통,도로관리과,이주무관,접수,보통,온라인,남양주시,,2026-01-28 09:29:42,2026-02-04 09:29:42,
2026-102524,도로 파손 신고,도로/교통,도로관리과,박주무관,처리중,보통,온라인,수원시,,2026-01-28 09:30:24,2026-02-04 09:30:24,
2026-103570,불법건축물 신고,건축/주택,건축과,김주무관,완료,보통,온라인,하남시,5,2026-01-28 10:48:38,2026-02-09 10:48:38,2026-02-16 10:48:38
2026-102374,쓰레기 무단투기,환경,환경관리과,조주무관,처리중,높음,온라인,파주시,,2026-01-28 10:54:02,2026-02-06 10:54:02,
2026-102384,쓰레기 무단투기,환경,환경관리과,이주무관,완료,보통,전화,오산시,4,2026-01-28 10:59:50,2026-02-06 10:59:50,2026-02-04 10:59:50
2026-101049,건축허가 문의,건축/주택,건축과,박주무관,완료,보통,방문,오산시,5,2026-01-28 13:43:19,2026-02-09 13:43:19,2026-02-05 13:43:19
2026-100780,문화행사 문의,문화/체육,문화체육과,정주무관,완료,보통,방문,고양시,4,2026-01-28 13:51:50,2026-02-02 13:51:50,2026-02-06 13:51:50
2026-100105,악취 발생 신고,환경,환경관리과,최주무관,완료,보통,온라인,양평군,4,2026-01-28 15:14:21,2026-02-06 15:14:21,2026-02-12 15:14:21
2026-100098,증명서 발급 문의,행정,민원행정과,박주무관,처리중,보통,온라인,파주시,,2026-01-28 18:22:00,2026-01-31 18:22:00,
2026-102205,행정서류 재발급,행정,민원행정과,최주무관,접수,보통,전화,성남시,,2026-01-28 21:14:27,2026-01-31 21:14:27,
2026-100511,불법건축물 신고,건축/주택,건축과,윤주무관,접수,보통,전화,화성시,,2026-01-29 03:39:53,2026-02-10 03:39:53,
2026-103528,불법건축물 신고,건축/주택,건축과,조주무관,완료,높음,이메일,성남시,,2026-01-29 07:10:27,2026-02-10 07:10:27,2026-02-13 07:10:27
2026-101523,민원처리 지연 항의,행정,민원행정과,조주무관,완료,높음,온라인,안산시,5,2026-01-29 07:12:36,2026-02-01 07:12:36,2026-01-31 07:12:36
2026-103747,민원처리 지연 항의,행정,민원행정과,김주무관,완료,보통,전화,광주시,3,2026-01-29 10:54:08,2026-02-01 10:54:08,2026-01-30 10:54:08
2026-101263,쓰레기 무단투기,환경,환경관리과,조주무관,완료,보통,방문,고양시,5,2026-01-29 11:10:01,2026-02-07 11:10:01,2026-02-03 11:10:01
2026-100284,노후축대 점검요청,안전,안전총괄과,정주무관,처리중,보통,온라인,파주시,,2026-01-29 11:56:21,2026-02-06 11:56:21,
2026-102059,불법건축물 신고,건축/주택,건축과,강주무관,완료,보통,이메일,김포시,2,2026-01-29 12:54:59,2026-02-10 12:54:59,2026-02-01 12:54:59
2026-102563,주택 누수 하자,건축/주택,건축과,조주무관,완료,보통,방문,평택시,4,2026-01-29 13:08:17,2026-02-10 13:08:17,2026-02-18 13:08:17
2026-102188,도로 파손 신고,도로/교통,도로관리과,이주무관,처리중,보통,온라인,남양주시,,2026-01-29 13:10:21,2026-02-05 13:10:21,
2026-102600,재난위험시설 신고,안전,안전총괄과,조주무관,완료,보통,방문,수원시,3,2026-01-29 14:06:53,2026-02-06 14:06:53,2026-02-14 14:06:53
2026-100820,화재위험 신고,안전,안전총괄과,윤주무관,완료,높음,온라인,수원시,5,2026-01-29 14:50:51,2026-02-06 14:50:51,2026-02-05 14:50:51
2026-102902,악취 발생 신고,환경,환경관리과,최주무관,완료,높음,방문,성남시,4,2026-01-29 15:18:34,2026-02-07 15:18:34,2026-02-04 15:18:34
2026-103293,불법 주정차 신고,도로/교통,도로관리과,정주무관,완료,보통,방문,용인시,,2026-01-29 16:37:01,2026-02-05 16:37:01,2026-01-31 16:37:01
2026-102333,장애인 편의 요청,복지,사회복지과,조주무관,완료,높음,전화,평택시,5,2026-01-29 16:39:03,2026-02-04 16:39:03,2026-02-08 16:39:03
2026-102500,화재위험 신고,안전,안전총괄과,강주무관,완료,높음,전화,가평군,,2026-01-29 17:31:13,2026-02-06 17:31:13,2026-02-14 17:31:13
2026-100272,장애인 편의 요청,복지,사회복지과,윤주무관,완료,보통,온라인,오산시,3,2026-01-29 17:43:06,2026-02-04 17:43:06,2026-02-10 17:43:06
2026-101392,행정서류 재발급,행정,민원행정과,김주무관,접수,보통,이메일,포천시,,2026-01-30 08:06:27,2026-02-02 08:06:27,
2026-102559,신호등 고장 신고,도로/교통,도로관리과,윤주무관,완료,보통,온라인,여주시,4,2026-01-30 09:39:42,2026-02-06 09:39:42,2026-01-31 09:39:42
2026-100331,신호등 고장 신고,도로/교통,도로관리과,박주무관,완료,보통,이메일,고양시,5,2026-01-30 09:47:57,2026-02-06 09:47:57,2026-02-10 09:47:57
2026-101646,문화행사 문의,문화/체육,문화체육과,박주무관,완료,낮음,전화,화성시,3,2026-01-30 10:03:09,2026-02-04 10:03:09,2026-02-08 10:03:09
2026-101589,신호등 고장 신고,도로/교통,도로관리과,이주무관,완료,높음,방문,연천군,3,2026-01-30 10:53:29,2026-02-06 10:53:29,2026-02-07 10:53:29
2026-103166,도로 파손 신고,도로/교통,도로관리과,이주무관,완료,보통,이메일,화성시,5,2026-01-30 11:00:33,2026-02-06 11:00:33,2026-02-09 11:00:33
2026-103877,신호등 고장 신고,도로/교통,도로관리과,조주무관,보류,보통,온라인,수원시,,2026-01-30 11:12:13,2026-02-06 11:12:13,
2026-103495,복지급여 문의,복지,사회복지과,정주무관,완료,보통,전화,용인시,5,2026-01-30 11:45:17,2026-02-05 11:45:17,2026-01-31 11:45:17
2026-101788,장애인 편의 요청,복지,사회복지과,최주무관,완료,낮음,전화,수원시,,2026-01-30 12:03:33,2026-02-05 12:03:33,2026-02-11 12:03:33
2026-103757,건축허가 문의,건축/주택,건축과,강주무관,완료,낮음,온라인,화성시,4,2026-01-30 13:32:48,2026-02-11 13:32:48,2026-02-23 13:32:48
2026-100688,도로 파손 신고,도로/교통,도로관리과,이주무관,완료,낮음,온라인,의정부시,,2026-01-30 13:46:26,2026-02-06 13:46:26,2026-02-10 13:46:26
2026-102863,민원처리 지연 항의,행정,민원행정과,강주무관,완료,높음,방문,고양시,5,2026-01-30 13:57:08,2026-02-02 13:57:08,2026-02-03 13:57:08
2026-103958,체육시설 예약,문화/체육,문화체육과,이주무관,처리중,보통,이메일,이천시,,2026-01-30 14:23:31,2026-02-04 14:23:31,
2026-103442,악취 발생 신고,환경,환경관리과,박주무관,완료,보통,이메일,안양시,5,2026-01-30 15:10:39,2026-02-08 15:10:39,2026-02-16 15:10:39
2026-103654,악취 발생 신고,환경,환경관리과,조주무관,완료,보통,이메일,수원시,3,2026-01-30 15:24:44,2026-02-08 15:24:44,2026-02-17 15:24:44
2026-103380,노후축대 점검요청,안전,안전총괄과,김주무관,완료,보통,전화,의왕시,5,2026-01-30 15:26:21,2026-02-07 15:26:21,2026-02-02 15:26:21
2026-101790,신호등 고장 신고,도로/교통,도로관리과,이주무관,완료,높음,온라인,고양시,,2026-01-30 15:42:14,2026-02-06 15:42:14,2026-02-11 15:42:14
2026-100278,행정서류 재발급,행정,민원행정과,윤주무관,완료,보통,온라인,용인시,,2026-01-30 15:45:41,2026-02-02 15:45:41,2026-02-01 15:45:41
2026-100830,불법 주정차 신고,도로/교통,도로관리과,윤주무관,완료,높음,전화,수원시,3,2026-01-30 17:44:15,2026-02-06 17:44:15,2026-02-02 17:44:15
2026-101127,악취 발생 신고,환경,환경관리과,김주무관,완료,높음,이메일,포천시,4,2026-01-30 18:56:51,2026-02-08 18:56:51,2026-02-16 18:56:51
2026-101281,주택 누수 하자,건축/주택,건축과,박주무관,완료,낮음,온라인,남양주시,3,2026-01-31 00:33:28,2026-02-12 00:33:28,2026-02-19 00:33:28
2026-100034,도서관 운영 건의,문화/체육,문화체육과,강주무관,처리중,낮음,전화,안산시,,2026-01-31 10:13:27,2026-02-05 10:13:27,
2026-102190,소음 공해 민원,환경,환경관리과,정주무관,접수,보통,온라인,용인시,,2026-01-31 10:50:45,2026-02-09 10:50:45,
2026-103414,노후축대 점검요청,안전,안전총괄과,김주무관,처리중,보통,전화,이천시,,2026-01-31 11:27:33,2026-02-08 11:27:33,
2026-102308,재난위험시설 신고,안전,안전총괄과,정주무관,완료,높음,전화,수원시,5,2026-01-31 11:35:42,2026-02-08 11:35:42,2026-02-13 11:35:42
2026-103266,도로 파손 신고,도로/교통,도로관리과,정주무관,완료,보통,방문,오산시,1,2026-01-31 11:40:34,2026-02-07 11:40:34,2026-02-01 11:40:34
2026-102535,악취 발생 신고,환경,환경관리과,최주무관,반려,보통,전화,가평군,,2026-01-31 12:37:33,2026-02-09 12:37:33,
2026-101138,재난위험시설 신고,안전,안전총괄과,김주무관,처리중,보통,방문,수원시,,2026-01-31 13:06:52,2026-02-08 13:06:52,
2026-101156,악취 발생 신고,환경,환경관리과,박주무관,완료,높음,이메일,안산시,4,2026-01-31 13:58:19,2026-02-09 13:58:19,2026-02-16 13:58:19
2026-100243,노인돌봄 신청,복지,사회복지과,박주무관,접수,보통,방문,수원시,,2026-01-31 14:02:13,2026-02-06 14:02:13,
2026-102949,민원처리 지연 항의,행정,민원행정과,강주무관,완료,보통,이메일,양평군,2,2026-01-31 15:39:43,2026-02-03 15:39:43,2026-02-05 15:39:43
2026-102414,쓰레기 무단투기,환경,환경관리과,정주무관,완료,보통,방문,파주시,4,2026-01-31 16:33:19,2026-02-09 16:33:19,2026-02-12 16:33:19
2026-103870,악취 발생 신고,환경,환경관리과,김주무관,완료,보통,온라인,여주시,4,2026-01-31 16:50:37,2026-02-09 16:50:37,2026-02-16 16:50:37
2026-102641,소음 공해 민원,환경,환경관리과,정주무관,완료,높음,온라인,안성시,4,2026-01-31 18:09:31,2026-02-09 18:09:31,2026-02-03 18:09:31
2026-102143,주택 누수 하자,건축/주택,건축과,박주무관,완료,보통,전화,여주시,5,2026-02-01 00:20:38,2026-02-13 00:20:38,2026-02-08 00:20:38
2026-100379,노인돌봄 신청,복지,사회복지과,최주무관,처리중,보통,방문,이천시,,2026-02-02 01:27:51,2026-02-08 01:27:51,
2026-101950,신호등 고장 신고,도로/교통,도로관리과,강주무관,접수,보통,온라인,용인시,,2026-02-02 08:18:58,2026-02-09 08:18:58,
2026-103683,재난위험시설 신고,안전,안전총괄과,박주무관,완료,높음,온라인,연천군,4,2026-02-02 09:32:09,2026-02-10 09:32:09,2026-02-04 09:32:09
2026-103295,민원처리 지연 항의,행정,민원행정과,박주무관,완료,높음,전화,시흥시,,2026-02-02 11:16:02,2026-02-05 11:16:02,2026-02-04 11:16:02
2026-100545,쓰레기 무단투기,환경,환경관리과,박주무관,완료,낮음,전화,포천시,4,2026-02-02 12:34:20,2026-02-11 12:34:20,2026-02-06 12:34:20
2026-100987,장애인 편의 요청,복지,사회복지과,최주무관,완료,보통,전화,파주시,5,2026-02-02 13:37:27,2026-02-08 13:37:27,2026-02-13 13:37:27
2026-101660,민원처리 지연 항의,행정,민원행정과,조주무관,완료,보통,방문,평택시,,2026-02-02 13:53:05,2026-02-05 13:53:05,2026-02-08 13:53:05
2026-101220,노인돌봄 신청,복지,사회복지과,조주무관,완료,보통,온라인,가평군,2,2026-02-02 14:08:44,2026-02-08 14:08:44,2026-02-06 14:08:44
2026-103924,노인돌봄 신청,복지,사회복지과,최주무관,완료,낮음,전화,안양시,,2026-02-02 14:26:53,2026-02-08 14:26:53,2026-02-03 14:26:53
2026-101827,문화행사 문의,문화/체육,문화체육과,조주무관,처리중,보통,전화,화성시,,2026-02-02 16:25:37,2026-02-07 16:25:37,
2026-100547,악취 발생 신고,환경,환경관리과,최주무관,완료,보통,방문,구리시,,2026-02-02 16:26:20,2026-02-11 16:26:20,2026-02-18 16:26:20
2026-100313,도로 파손 신고,도로/교통,도로관리과,최주무관,완료,높음,방문,고양시,4,2026-02-02 16:35:55,2026-02-09 16:35:55,2026-02-07 16:35:55
2026-101450,도로 파손 신고,도로/교통,도로관리과,강주무관,접수,높음,방문,화성시,,2026-02-03 11:08:34,2026-02-10 11:08:34,
2026-100169,건축허가 문의,건축/주택,건축과,강주무관,완료,보통,온라인,고양시,3,2026-02-03 12:46:34,2026-02-15 12:46:34,2026-02-14 12:46:34
2026-103844,증명서 발급 문의,행정,민원행정과,정주무관,완료,보통,이메일,평택시,,2026-02-03 14:04:47,2026-02-06 14:04:47,2026-02-06 14:04:47
2026-101884,문화행사 문의,문화/체육,문화체육과,박주무관,처리중,보통,이메일,김포시,,2026-02-03 16:04:27,2026-02-08 16:04:27,
2026-103415,주택 누수 하자,건축/주택,건축과,김주무관,완료,보통,전화,의왕시,5,2026-02-03 17:27:48,2026-02-15 17:27:48,2026-02-20 17:27:48
2026-103925,건축허가 문의,건축/주택,건축과,강주무관,접수,보통,온라인,수원시,,2026-02-04 08:09:48,2026-02-16 08:09:48,
